Year,Quarter,Category,Metric,Capital,Gde SP(1),Interior,Deinter 1,Deinter 2,Deinter 3,Deinter 4,Deinter 5,Deinter 6,Deinter 7,Deinter 8,Deinter 9,Deinter 10,Estado
2024,01,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Nº de Vítimas em Homicídio Doloso por acidente de
  trânsito (11)",3,0,0,0,0,0,0,0,0,0,0,0,0,3
2024,01,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Homicídio culposo por Acidente de Trânsito",132,148,620,48,93,81,61,51,59,100,27,82,18,900
2024,01,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Homicídio Culposo (7)",138,150,650,50,95,83,61,57,63,102,31,85,23,938
2024,01,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Tentativa de homicídio",155,147,558,73,58,82,42,54,63,73,28,55,30,860
2024,01,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Lesão corporal dolosa",8776,7004,22027,2343,3073,2999,2085,1786,1950,2854,1394,2814,729,37807
2024,01,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Lesão corporal culposa por Acidente de Trânsito",3167,2638,10865,780,1610,1478,1286,1177,562,902,780,1641,649,16670
2024,01,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Lesão corporal culposa outras",170,76,543,30,43,42,30,64,207,41,17,42,27,789
2024,01,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Lesão Corporal Seguida de Morte",8,8,19,2,4,2,0,1,5,1,3,0,1,35
2024,01,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Latrocínio",17,9,20,2,3,2,0,3,3,2,2,1,2,46
2024,01,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Nº de Vítimas de Latrocínio",18,9,20,2,3,2,0,3,3,2,2,1,2,47
2024,01,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Estupro TOTAL (17)",706,641,2054,200,313,261,190,177,194,358,89,210,62,3401
2024,01,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Estupro",183,134,491,56,78,67,41,29,51,81,24,54,10,808
2024,01,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Estupro de Vulnerável",523,507,1563,144,235,194,149,148,143,277,65,156,52,2593
2024,01,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Extorsão mediante seqüestro (5)",26,15,13,1,4,1,0,0,3,3,0,1,0,54
2024,01,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Tráfico de entorpecentes",1315,1209,7032,609,919,1178,541,549,568,735,287,1387,259,9556
2024,01,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Roubo - outros TOTAL(6)",30881,11419,9606,1043,1988,1060,244,216,2962,761,69,1173,90,51906
2024,01,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Roubo - Outros",30272,11068,9310,1030,1890,1039,241,216,2868,745,67,1125,89,50650
2024,01,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Roubo de veículos",2960,2446,1796,105,559,206,19,44,225,174,6,452,6,7202
2024,01,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Roubo a Banco",1,0,0,0,0,0,0,0,0,0,0,0,0,1
2024,01,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Roubo de Carga",608,351,296,13,98,21,3,0,94,16,2,48,1,1255
2024,01,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Furto - outros",59104,21232,56946,5349,9481,8976,4541,3551,8258,6229,2010,6833,1718,137282
2024,01,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Furto de veículos",9999,5777,6751,516,1551,996,255,325,848,764,114,1306,76,22527
2024,01,"Laudos Periciais do Instituto Médico Legal Expedidos -
  IML (12) (13)","Laudos Periciais do Instituto Médico Legal Expedidos -
  IML (12) (13) - Anatomia Patológica",1528,109,848,,,,,,,,,,,2485
2024,01,"Laudos Periciais do Instituto Médico Legal Expedidos -
  IML (12) (13)","Laudos Periciais do Instituto Médico Legal Expedidos -
  IML (12) (13) - Clinica Médica",28105,16783,59196,,,,,,,,,,,104084
2024,01,"Laudos Periciais do Instituto Médico Legal Expedidos -
  IML (12) (13)","Laudos Periciais do Instituto Médico Legal Expedidos -
  IML (12) (13) - Necroscópico",3949,2459,7005,,,,,,,,,,,13413
2024,01,"Laudos Periciais do Instituto Médico Legal Expedidos -
  IML (12) (13)","Laudos Periciais do Instituto Médico Legal Expedidos -
  IML (12) (13) - Odontologia Legal",75,0,0,,,,,,,,,,,75
2024,01,"Laudos Periciais do Instituto Médico Legal Expedidos -
  IML (12) (13)","Laudos Periciais do Instituto Médico Legal Expedidos -
  IML (12) (13) - Tanatologia Forense",1,2,4,,,,,,,,,,,7
2024,01,"Laudos Periciais do Instituto Médico Legal Expedidos -
  IML (12) (13)","Laudos Periciais do Instituto Médico Legal Expedidos -
  IML (12) (13) - Toxicologia Forense",1537,976,2747,,,,,,,,,,,5260
2024,01,"Laudos Periciais do Instituto de Criminalísticos
  Expedidos - IC (12) (13)","Laudos Periciais do Instituto de Criminalísticos
  Expedidos - IC (12) (13) - Acidente de Trânsito",3119,1495,6354,,,,,,,,,,,10968
2024,01,"Laudos Periciais do Instituto de Criminalísticos
  Expedidos - IC (12) (13)","Laudos Periciais do Instituto de Criminalísticos
  Expedidos - IC (12) (13) - Análise Instrumental",434,0,63,,,,,,,,,,,497
2024,01,"Laudos Periciais do Instituto de Criminalísticos
  Expedidos - IC (12) (13)","Laudos Periciais do Instituto de Criminalísticos
  Expedidos - IC (12) (13) - Laudos Forenses",6564,1517,9135,,,,,,,,,,,17216
2024,01,"Laudos Periciais do Instituto de Criminalísticos
  Expedidos - IC (12) (13)","Laudos Periciais do Instituto de Criminalísticos
  Expedidos - IC (12) (13) - Coleta de Material",112,109,157,,,,,,,,,,,378
2024,01,"Laudos Periciais do Instituto de Criminalísticos
  Expedidos - IC (12) (13)","Laudos Periciais do Instituto de Criminalísticos
  Expedidos - IC (12) (13) - Crimes Contra a Pessoa",2607,2020,6250,,,,,,,,,,,10877
2024,01,"Laudos Periciais do Instituto de Criminalísticos
  Expedidos - IC (12) (13)","Laudos Periciais do Instituto de Criminalísticos
  Expedidos - IC (12) (13) - Crimes Contra o Meio Ambiente",391,453,1503,,,,,,,,,,,2347
2024,01,"Laudos Periciais do Instituto de Criminalísticos
  Expedidos - IC (12) (13)","Laudos Periciais do Instituto de Criminalísticos
  Expedidos - IC (12) (13) - Crimes Contra o Patrimônio",10167,4738,15979,,,,,,,,,,,30884
2024,01,"Laudos Periciais do Instituto de Criminalísticos
  Expedidos - IC (12) (13)","Laudos Periciais do Instituto de Criminalísticos
  Expedidos - IC (12) (13) - Documentoscopia",595,0,911,,,,,,,,,,,1506
2024,01,"Laudos Periciais do Instituto de Criminalísticos
  Expedidos - IC (12) (13)","Laudos Periciais do Instituto de Criminalísticos
  Expedidos - IC (12) (13) - Entorpecentes",3222,1977,14211,,,,,,,,,,,19410
2024,01,"Laudos Periciais do Instituto de Criminalísticos
  Expedidos - IC (12) (13)","Laudos Periciais do Instituto de Criminalísticos
  Expedidos - IC (12) (13) - Identificação Criminal",521,12,1063,,,,,,,,,,,1596
2024,01,"Laudos Periciais do Instituto de Criminalísticos
  Expedidos - IC (12) (13)","Laudos Periciais do Instituto de Criminalísticos
  Expedidos - IC (12) (13) - Identificação Veicular",1931,961,3117,,,,,,,,,,,6009
2024,02,"Ocorrências policiais registradas, por natureza","Ocorrências policiais registradas, por natureza - Contra a pessoa",43829,31878,101431,10466,14841,14657,9429,8344,7869,12396,5923,13620,3886,177138
2024,02,"Ocorrências policiais registradas, por natureza","Ocorrências policiais registradas, por natureza - Contra o patrimônio",183868,89943,182242,18874,33933,26301,12656,10779,23387,21471,6294,23722,4825,456053
2024,02,"Ocorrências policiais registradas, por natureza","Ocorrências policiais registradas, por natureza - Contra a Dignidade Sexual",1786,1292,3885,388,603,595,327,286,310,663,201,373,139,6963
2024,02,"Ocorrências policiais registradas, por natureza","Ocorrências policiais registradas, por natureza - Entorpecentes",1643,1312,8015,659,1055,1589,734,584,557,908,434,1237,258,10970
2024,02,"Ocorrências policiais registradas, por natureza","Ocorrências policiais registradas, por natureza - Contravencionais",1908,1341,9381,725,1057,1658,1039,875,589,1157,627,1310,344,12630
2024,02,"Ocorrências policiais registradas, por natureza","Ocorrências policiais registradas, por natureza - Outros criminais (não inclui contravenções)",6848,4688,20608,1960,2657,2578,1801,1967,2275,2579,1168,2854,769,32144
2024,02,"Ocorrências policiais registradas, por natureza","Ocorrências policiais registradas, por natureza - Total de Crimes Violentos ( Hom.Doloso, Roubo,
  Latrocínio, Estupro e EMS)",32863,15277,13295,1356,2472,1722,502,472,3309,1387,194,1675,206,61435
2024,02,"Ocorrências policiais registradas, por natureza","Ocorrências policiais registradas, por natureza - Total de delitos",239882,130454,325562,33072,54146,47378,25986,22835,34987,39174,14647,43116,10221,695898
2024,02,"Ocorrências policiais registradas, por natureza","Ocorrências policiais registradas, por natureza - Não Criminais",153014,102575,240215,26921,46449,34717,17103,14954,23481,26014,9626,34203,6747,495804
2024,02,Atividades de polícia judiciária,Atividades de polícia judiciária - Total de boletins de ocorrência,813644,61210,263821,22793,36482,38680,24272,23814,21969,29166,17130,37789,11726,1138675
2024,02,Atividades de polícia judiciária,"Atividades de polícia judiciária - Total de termos circunstanciados lavrados pela Polícia
  Civil (2)",1327,2228,21961,3030,2083,3193,2148,2264,1337,2020,2312,2578,996,25516
2024,02,Atividades de polícia judiciária,Atividades de polícia judiciária - Total de inquéritos instaurados,23964,14983,55959,5485,7282,8129,5187,5045,4748,6546,3743,7275,2519,94906
2024,02,Ocorrências envolvendo policiais civis (3),"Ocorrências envolvendo policiais civis (3) - Pessoas mortas em confronto com a polícia civil em
  serviço (8)",1,4,3,0,0,0,0,0,0,2,0,1,0,8
2024,02,Ocorrências envolvendo policiais civis (3),Ocorrências envolvendo policiais civis (3) - Pessoas mortas por policiais civis de folga (8),2,0,0,0,0,0,0,0,0,0,0,0,0,2
2024,02,Ocorrências envolvendo policiais civis (3),"Ocorrências envolvendo policiais civis (3) - Pessoas feridas em confronto com a polícia civil em
  serviço",6,1,6,0,1,0,0,1,1,1,0,1,1,13
2024,02,Ocorrências envolvendo policiais civis (3),Ocorrências envolvendo policiais civis (3) - Pessoas feridas por policiais civis de folga,4,0,0,0,0,0,0,0,0,0,0,0,0,4
2024,02,Ocorrências envolvendo policiais civis (3),Ocorrências envolvendo policiais civis (3) - Policiais civis mortos em serviço,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,02,Ocorrências envolvendo policiais civis (3),Ocorrências envolvendo policiais civis (3) - Policiais civis mortos de folga,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,02,Ocorrências envolvendo policiais civis (3),Ocorrências envolvendo policiais civis (3) - Policiais civis feridos em serviço,10,2,10,0,3,0,4,1,0,0,0,2,0,22
2024,02,Ocorrências envolvendo policiais civis (3),Ocorrências envolvendo policiais civis (3) - Policiais civis feridos de folga,2,1,4,1,0,0,1,0,1,0,1,0,0,7
2024,02,Atividades policiais,Atividades policiais - Prisões efetuadas (em flagrante+ por mandado),8877,6243,26285,2392,3229,4298,2669,2265,2221,3239,1582,3528,862,41405
2024,02,Atividades policiais,Atividades policiais - Nº de pessoas presas em flagrante,7086,4218,16556,1565,2327,2656,1539,1111,1489,2056,859,2463,491,27860
2024,02,Atividades policiais,Atividades policiais - Nº de pessoas presas por mandado,3577,2904,13617,1204,1392,2418,1743,1347,1075,1645,846,1520,427,20098
2024,02,Atividades policiais,Atividades policiais - Nº de autos de apreensão (art 173 ECA),270,291,1330,159,117,271,164,78,138,137,62,176,28,1891
2024,02,Atividades policiais,Atividades policiais - Nº de infratores apreendidos em flagrante,308,305,1205,172,127,230,149,57,133,123,53,144,17,1818
2024,02,Atividades policiais,Atividades policiais - Nº de infratores apreendidos por mandado,26,57,398,31,26,91,39,31,49,34,21,64,12,481
2024,02,Atividades policiais,Atividades policiais - Nº de revistas pessoais/ identificação (9),1317226,395101,1115607,109804,116963,149669,91615,61145,127172,129637,74254,101036,65908,2827934
2024,02,Atividades policiais,Atividades policiais - Armas de fogo apreendidas,883,546,1945,307,215,254,145,130,216,257,91,271,59,3374
2024,02,Atividades policiais,Atividades policiais - Nº de Veículos Recuperados,5083,3831,5133,407,1082,713,195,261,679,593,114,989,100,14047
2024,02,Ocorrências envolvendo policiais militares (4),"Ocorrências envolvendo policiais militares (4) - Pessoas mortas em confronto com a polícia militar em
  serviço (8)",48,13,61,5,11,2,7,2,17,11,1,5,0,122
2024,02,Ocorrências envolvendo policiais militares (4),Ocorrências envolvendo policiais militares (4) - Pessoas mortas por policiais militares de folga (8A),12,3,6,0,3,1,0,0,1,1,0,0,0,21
2024,02,Ocorrências envolvendo policiais militares (4),"Ocorrências envolvendo policiais militares (4) - Pessoas feridas em confronto com a polícia militar em
  serviço",46,17,16,1,6,2,2,1,3,1,0,0,0,79
2024,02,Ocorrências envolvendo policiais militares (4),Ocorrências envolvendo policiais militares (4) - Pessoas feridas por policiais militares de folga,18,3,6,0,1,1,1,0,3,0,0,0,0,27
2024,02,Ocorrências envolvendo policiais militares (4),Ocorrências envolvendo policiais militares (4) - Policiais militares mortos em serviço,2,0,1,0,0,0,1,0,0,0,0,0,0,3
2024,02,Ocorrências envolvendo policiais militares (4),Ocorrências envolvendo policiais militares (4) - Policiais militares mortos de folga,3,0,1,0,0,0,1,0,0,0,0,0,0,4
2024,02,Ocorrências envolvendo policiais militares (4),Ocorrências envolvendo policiais militares (4) - Policiais militares feridos em serviço,5,2,0,0,0,0,0,0,0,0,0,0,0,7
2024,02,Ocorrências envolvendo policiais militares (4),Ocorrências envolvendo policiais militares (4) - Policiais militares feridos de folga,3,0,0,0,0,0,0,0,0,0,0,0,0,3
2024,02,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Homicídio doloso",104,109,359,80,47,55,15,18,29,35,13,51,16,572
2024,02,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Nº de Vítimas em Homicídio Doloso",110,114,375,81,47,56,15,18,35,39,14,54,16,599
2024,02,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Homicídio Doloso por acidente de trânsito (10)",3,0,0,0,0,0,0,0,0,0,0,0,0,3
2024,02,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Nº de Vítimas em Homicídio Doloso por acidente de
  trânsito (11)",3,0,0,0,0,0,0,0,0,0,0,0,0,3
2024,02,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Homicídio culposo por Acidente de Trânsito",179,181,794,63,107,108,81,71,70,130,34,97,33,1154
2024,02,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Homicídio Culposo (7)",182,185,817,64,108,112,81,75,74,134,35,101,33,1184
2024,02,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Tentativa de homicídio",150,159,594,103,55,82,61,56,56,77,23,58,23,903
2024,02,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Lesão corporal dolosa",9063,7214,20892,2133,2877,3003,1960,1749,1791,2578,1349,2716,736,37169
2024,02,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Lesão corporal culposa por Acidente de Trânsito",3967,3089,12146,848,1727,1693,1359,1215,712,1054,833,1941,764,19202
2024,02,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Lesão corporal culposa outras",168,98,430,31,32,54,31,67,75,49,20,53,18,696
2024,02,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Lesão Corporal Seguida de Morte",7,3,15,4,1,2,1,2,1,3,0,1,0,25
2024,02,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Latrocínio",9,8,26,6,4,5,1,2,2,3,0,3,0,43
2024,02,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Nº de Vítimas de Latrocínio",9,8,28,6,4,5,3,2,2,3,0,3,0,45
2024,02,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Estupro TOTAL (17)",735,768,2198,201,304,341,198,180,188,386,109,210,81,3701
2024,02,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Estupro",170,146,485,54,72,67,37,46,50,75,22,46,16,801
2024,02,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Estupro de Vulnerável",565,622,1713,147,232,274,161,134,138,311,87,164,65,2900
2024,02,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Extorsão mediante seqüestro (5)",12,9,11,2,1,1,1,0,4,1,0,1,0,32
2024,02,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Tráfico de entorpecentes",1473,1224,6859,656,867,1210,670,521,409,783,338,1216,189,9556
2024,02,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Roubo - outros TOTAL(6)",28796,11424,8852,905,1689,1099,258,238,2715,776,70,1000,102,49072
2024,02,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Roubo - Outros",28202,11063,8554,882,1622,1069,253,236,2603,750,68,969,102,47819
2024,02,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Roubo de veículos",3207,2959,1849,162,427,221,29,34,371,186,2,410,7,8015
2024,02,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Roubo a Banco",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,02,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Roubo de Carga",594,361,298,23,67,30,5,2,112,26,2,31,0,1253
2024,02,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Furto - outros",60008,20457,56601,5305,9430,9052,4246,3759,7787,6594,1996,6832,1600,137066
2024,02,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Furto de veículos",10675,5570,6795,526,1546,974,269,305,934,748,106,1295,92,23040
2024,02,"Laudos Periciais do Instituto Médico Legal Expedidos -
  IML (12) (13)","Laudos Periciais do Instituto Médico Legal Expedidos -
  IML (12) (13) - Anatomia Patológica",1380,154,974,,,,,,,,,,,2508
2024,02,"Laudos Periciais do Instituto Médico Legal Expedidos -
  IML (12) (13)","Laudos Periciais do Instituto Médico Legal Expedidos -
  IML (12) (13) - Clinica Médica",30437,18023,70899,,,,,,,,,,,119359
2024,02,"Laudos Periciais do Instituto Médico Legal Expedidos -
  IML (12) (13)","Laudos Periciais do Instituto Médico Legal Expedidos -
  IML (12) (13) - Necroscópico",4480,2673,8317,,,,,,,,,,,15470
2024,02,"Laudos Periciais do Instituto Médico Legal Expedidos -
  IML (12) (13)","Laudos Periciais do Instituto Médico Legal Expedidos -
  IML (12) (13) - Odontologia Legal",114,0,0,,,,,,,,,,,114
2024,02,"Laudos Periciais do Instituto Médico Legal Expedidos -
  IML (12) (13)","Laudos Periciais do Instituto Médico Legal Expedidos -
  IML (12) (13) - Tanatologia Forense",0,3,4,,,,,,,,,,,7
2024,02,"Laudos Periciais do Instituto Médico Legal Expedidos -
  IML (12) (13)","Laudos Periciais do Instituto Médico Legal Expedidos -
  IML (12) (13) - Toxicologia Forense",1352,896,2737,,,,,,,,,,,4985
2024,02,"Laudos Periciais do Instituto de Criminalísticos
  Expedidos - IC (12) (13)","Laudos Periciais do Instituto de Criminalísticos
  Expedidos - IC (12) (13) - Acidente de Trânsito",3345,1617,8384,,,,,,,,,,,13346
2024,02,"Laudos Periciais do Instituto de Criminalísticos
  Expedidos - IC (12) (13)","Laudos Periciais do Instituto de Criminalísticos
  Expedidos - IC (12) (13) - Análise Instrumental",564,0,132,,,,,,,,,,,696
2024,02,"Laudos Periciais do Instituto de Criminalísticos
  Expedidos - IC (12) (13)","Laudos Periciais do Instituto de Criminalísticos
  Expedidos - IC (12) (13) - Laudos Forenses",9986,2220,16886,,,,,,,,,,,29092
2024,02,"Laudos Periciais do Instituto de Criminalísticos
  Expedidos - IC (12) (13)","Laudos Periciais do Instituto de Criminalísticos
  Expedidos - IC (12) (13) - Coleta de Material",144,160,231,,,,,,,,,,,535
2024,02,"Laudos Periciais do Instituto de Criminalísticos
  Expedidos - IC (12) (13)","Laudos Periciais do Instituto de Criminalísticos
  Expedidos - IC (12) (13) - Crimes Contra a Pessoa",2647,1948,7538,,,,,,,,,,,12133
2024,02,"Laudos Periciais do Instituto de Criminalísticos
  Expedidos - IC (12) (13)","Laudos Periciais do Instituto de Criminalísticos
  Expedidos - IC (12) (13) - Crimes Contra o Meio Ambiente",478,580,2267,,,,,,,,,,,3325
2024,02,"Laudos Periciais do Instituto de Criminalísticos
  Expedidos - IC (12) (13)","Laudos Periciais do Instituto de Criminalísticos
  Expedidos - IC (12) (13) - Crimes Contra o Patrimônio",14234,5584,18021,,,,,,,,,,,37839
2024,02,"Laudos Periciais do Instituto de Criminalísticos
  Expedidos - IC (12) (13)","Laudos Periciais do Instituto de Criminalísticos
  Expedidos - IC (12) (13) - Documentoscopia",1257,0,1206,,,,,,,,,,,2463
2024,02,"Laudos Periciais do Instituto de Criminalísticos
  Expedidos - IC (12) (13)","Laudos Periciais do Instituto de Criminalísticos
  Expedidos - IC (12) (13) - Entorpecentes",6022,3942,24476,,,,,,,,,,,34440
2024,02,"Laudos Periciais do Instituto de Criminalísticos
  Expedidos - IC (12) (13)","Laudos Periciais do Instituto de Criminalísticos
  Expedidos - IC (12) (13) - Identificação Criminal",594,0,1435,,,,,,,,,,,2029
2024,02,"Laudos Periciais do Instituto de Criminalísticos
  Expedidos - IC (12) (13)","Laudos Periciais do Instituto de Criminalísticos
  Expedidos - IC (12) (13) - Identificação Veicular",2300,1402,3578,,,,,,,,,,,7280
2024,03,"Ocorrências policiais registradas, por natureza","Ocorrências policiais registradas, por natureza - Contra a pessoa",44989,32721,102078,10167,15140,15064,9613,8307,7526,12825,5815,13550,4071,179788
2024,03,"Ocorrências policiais registradas, por natureza","Ocorrências policiais registradas, por natureza - Contra o patrimônio",185214,90714,181787,18962,34522,25781,12502,10696,23852,21340,6004,23347,4781,457715
2024,03,"Ocorrências policiais registradas, por natureza","Ocorrências policiais registradas, por natureza - Contra a Dignidade Sexual",1741,1334,3910,410,559,579,357,344,366,668,160,327,140,6985
2024,03,"Ocorrências policiais registradas, por natureza","Ocorrências policiais registradas, por natureza - Entorpecentes",1504,1206,7077,594,1003,1263,605,494,562,831,327,1180,218,9787
2024,03,"Ocorrências policiais registradas, por natureza","Ocorrências policiais registradas, por natureza - Contravencionais",1784,1360,9469,710,1046,1735,1028,847,592,1287,591,1238,395,12613
2024,03,"Ocorrências policiais registradas, por natureza","Ocorrências policiais registradas, por natureza - Outros criminais (não inclui contravenções)",7015,4715,22833,2129,2786,3432,2016,2344,2133,2837,1146,2978,1032,34563
2024,03,"Ocorrências policiais registradas, por natureza","Ocorrências policiais registradas, por natureza - Total de Crimes Violentos ( Hom.Doloso, Roubo,
  Latrocínio, Estupro e EMS)",30944,14246,12190,1281,2506,1455,435,486,2851,1286,152,1594,144,57380
2024,03,"Ocorrências policiais registradas, por natureza","Ocorrências policiais registradas, por natureza - Total de delitos",242247,132050,327154,32972,55056,47854,26121,23032,35031,39788,14043,42620,10637,701451
2024,03,"Ocorrências policiais registradas, por natureza","Ocorrências policiais registradas, por natureza - Não Criminais",162163,109379,246106,27616,47822,36392,17399,15439,23321,26441,9683,34940,7053,517648
2024,03,Atividades de polícia judiciária,Atividades de polícia judiciária - Total de boletins de ocorrência,839701,60801,265334,22952,37372,39755,24345,23831,21337,29471,16600,37798,11873,1165836
2024,03,Atividades de polícia judiciária,"Atividades de polícia judiciária - Total de termos circunstanciados lavrados pela Polícia
  Civil (2)",1268,2226,20002,2679,2043,2884,1933,1886,1282,1981,2052,2266,996,23496
2024,03,Atividades de polícia judiciária,Atividades de polícia judiciária - Total de inquéritos instaurados,23849,14800,54531,5652,6969,8367,4763,4680,4519,6750,3585,6856,2390,93180
2024,03,Ocorrências envolvendo policiais civis (3),"Ocorrências envolvendo policiais civis (3) - Pessoas mortas em confronto com a polícia civil em
  serviço (8)",4,0,3,0,0,0,0,0,0,0,0,3,0,7
2024,03,Ocorrências envolvendo policiais civis (3),Ocorrências envolvendo policiais civis (3) - Pessoas mortas por policiais civis de folga (8),1,0,1,1,0,0,0,0,0,0,0,0,0,2
2024,03,Ocorrências envolvendo policiais civis (3),"Ocorrências envolvendo policiais civis (3) - Pessoas feridas em confronto com a polícia civil em
  serviço",3,2,4,0,0,0,0,2,0,0,1,1,0,9
2024,03,Ocorrências envolvendo policiais civis (3),Ocorrências envolvendo policiais civis (3) - Pessoas feridas por policiais civis de folga,1,0,1,0,0,0,0,0,1,0,0,0,0,2
2024,03,Ocorrências envolvendo policiais civis (3),Ocorrências envolvendo policiais civis (3) - Policiais civis mortos em serviço,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,03,Ocorrências envolvendo policiais civis (3),Ocorrências envolvendo policiais civis (3) - Policiais civis mortos de folga,1,1,1,0,0,0,0,0,0,1,0,0,0,3
2024,03,Ocorrências envolvendo policiais civis (3),Ocorrências envolvendo policiais civis (3) - Policiais civis feridos em serviço,1,5,10,1,1,0,1,2,0,1,3,1,0,16
2024,03,Ocorrências envolvendo policiais civis (3),Ocorrências envolvendo policiais civis (3) - Policiais civis feridos de folga,5,2,2,0,0,0,0,1,1,0,0,0,0,9
2024,03,Atividades policiais,Atividades policiais - Prisões efetuadas (em flagrante+ por mandado),8781,6187,26631,2367,3259,4429,2533,2163,2523,3348,1588,3570,851,41599
2024,03,Atividades policiais,Atividades policiais - Nº de pessoas presas em flagrante,6890,4087,16557,1513,2451,2736,1357,1026,1682,2003,810,2512,467,27534
2024,03,Atividades policiais,Atividades policiais - Nº de pessoas presas por mandado,3454,2958,13834,1234,1356,2457,1674,1322,1174,1755,896,1527,439,20246
2024,03,Atividades policiais,Atividades policiais - Nº de autos de apreensão (art 173 ECA),301,280,1320,146,128,276,151,70,137,165,43,180,24,1901
2024,03,Atividades policiais,Atividades policiais - Nº de infratores apreendidos em flagrante,329,285,1212,137,133,241,142,43,157,146,36,154,23,1826
2024,03,Atividades policiais,Atividades policiais - Nº de infratores apreendidos por mandado,46,64,403,35,36,97,31,38,38,43,15,64,6,513
2024,03,Atividades policiais,Atividades policiais - Nº de revistas pessoais/ identificação (9),1624827,405748,1077555,104586,147388,129377,62113,51274,157844,117909,48900,125966,35083,3108130
2024,03,Atividades policiais,Atividades policiais - Armas de fogo apreendidas,932,529,2034,260,285,316,138,148,199,248,68,284,88,3495
2024,03,Atividades policiais,Atividades policiais - Nº de Veículos Recuperados,5032,3436,5135,465,1176,702,177,219,639,603,78,982,94,13603
2024,03,Ocorrências envolvendo policiais militares (4),"Ocorrências envolvendo policiais militares (4) - Pessoas mortas em confronto com a polícia militar em
  serviço (8)",68,29,76,10,14,9,4,5,7,12,2,10,3,173
2024,03,Ocorrências envolvendo policiais militares (4),Ocorrências envolvendo policiais militares (4) - Pessoas mortas por policiais militares de folga (8A),14,7,4,0,1,1,0,0,1,0,0,1,0,25
